Nisken.no ,Station ,Latitude,Longitude,Bot. Depth.m,Depth,StrainGaugePressure,Conductivity,Salinity,Temperature,PotentialTemp.,Density,Sigmatheta,Oxygen,Oxygen,PAR.Irradiance,ISUS,Nitrate
,105,31.339,-80.112,43.5,20,29.207,54.948614,36.2794,25.1387,25.1343,1024.3527,24.2674,4.8112,102.531,3.65E+02,-1.2477738,0.359863224
,105,31.339,-80.112,43.5,21,30.686,54.946197,36.2844,25.1299,25.1252,1024.3635,24.2739,4.8057,102.401,3.31E+02,-2.3266194,0.329224009
,105,31.339,-80.112,43.5,22,32.132,54.939168,36.2917,25.1137,25.109,1024.3783,24.2845,4.8124,102.52,2.95E+02,-2.2349899,0.331826287
,105,31.339,-80.112,43.5,23,33.592,54.937219,36.2977,25.1042,25.0992,1024.3901,24.292,4.8163,102.588,2.80E+02,-2.0871288,0.336025542
,105,31.339,-80.112,43.5,24,35.054,54.935933,36.3,25.0997,25.0943,1024.3976,24.2952,4.8137,102.526,2.73E+02,0.0352182,0.396300197
,105,31.339,-80.112,43.5,25,36.516,54.933621,36.3046,25.0914,25.0859,1024.408,24.3013,4.8078,102.39,2.49E+02,-1.727258,0.346245873
,105,31.339,-80.112,43.5,26,37.971,54.93351,36.3085,25.0861,25.0803,1024.4169,24.306,4.7871,101.943,2.29E+02,-1.5727513,0.350633863
,105,31.339,-80.112,43.5,27,39.435,54.935105,36.3061,25.09,25.0841,1024.4182,24.303,4.807,102.371,2.15E+02,-1.4923438,0.352917436
,105,31.339,-80.112,43.5,28,40.904,54.936644,36.3047,25.0928,25.0866,1024.4206,24.3011,4.8176,102.602,2.01E+02,-0.5284588,0.38029177
,105,31.339,-80.112,43.5,29,42.351,54.936195,36.3042,25.0926,25.0862,1024.4246,24.3009,4.8081,102.398,1.86E+02,-0.9510206,0.368291015
,105,31.339,-80.112,43.5,30,43.821,54.934681,36.3068,25.0876,25.081,1024.4325,24.3045,4.8113,102.459,1.73E+02,-1.4324283,0.354619036
,105,31.339,-80.112,43.5,31,45.276,54.934822,36.3084,25.0852,25.0785,1024.4387,24.3065,4.8315,102.887,1.63E+02,-2.1109692,0.335348475
,105,31.339,-80.112,43.5,32,46.74,54.935319,36.3094,25.0841,25.0771,1024.4441,24.3076,4.8071,102.367,1.47E+02,-2.5964243,0.32156155
,105,31.339,-80.112,43.5,33,48.197,54.936517,36.3098,25.0844,25.0772,1024.4487,24.3079,4.7968,102.147,1.37E+02,-1.4137134,0.355150539
,105,31.339,-80.112,43.5,34,49.66,54.939267,36.3095,25.0868,25.0793,1024.4521,24.3071,4.8181,102.603,1.30E+02,-2.2571754,0.331196219
,105,31.339,-80.112,43.5,35,51.124,54.940118,36.3096,25.0871,25.0794,1024.4564,24.307,4.8396,103.064,1.18E+02,-2.2149439,0.332395593
,105,31.339,-80.112,43.5,36,52.582,54.940475,36.3099,25.0866,25.0787,1024.4611,24.3075,4.8145,102.528,1.10E+02,-1.4253269,0.354820716
,105,31.339,-80.112,43.5,37,54.049,54.942311,36.3103,25.0873,25.0792,1024.4655,24.3076,4.817,102.584,1.07E+02,-2.9523336,0.311453726
,105,31.339,-80.112,43.5,38,55.499,54.94306,36.3107,25.0873,25.0789,1024.4702,24.308,4.8006,102.233,9.65E+01,-2.7009909,0.318591858
,105,31.339,-80.112,43.5,39,56.963,54.944251,36.3112,25.0874,25.0787,1024.4748,24.3084,4.8017,102.256,8.96E+01,-1.7222624,0.346387748
,105,31.339,-80.112,43.5,40,58.421,54.944795,36.3109,25.0879,25.079,1024.4788,24.3081,4.8079,102.39,8.23E+01,-1.9841742,0.338949453
,105,31.339,-80.112,43.5,41,59.889,54.946374,36.3113,25.0883,25.0793,1024.4833,24.3084,4.8189,102.626,7.64E+01,-2.2865838,0.33036102
,105,31.339,-80.112,43.5,42,61.358,54.949836,36.3107,25.092,25.0827,1024.486,24.3069,4.818,102.613,7.17E+01,-1.114093,0.363659759
,105,31.339,-80.112,43.5,43,62.801,54.944184,36.3101,25.087,25.0775,1024.4915,24.308,4.8072,102.372,6.58E+01,-1.5594771,0.35101085
,105,31.352,-80.095,42.2,2,2.921,57.340583,35.1051,28.9036,28.9031,1022.1838,22.1753,4.4669,100.643,1.59E+03,-2.4723231,0.325086024
,105,31.352,-80.095,42.2,3,4.381,57.337074,35.0959,28.9122,28.9116,1022.1783,22.1656,4.4892,101.154,1.54E+03,-3.1195034,0.306706103
,105,31.352,-80.095,42.2,4,5.844,57.195376,35.0848,28.7947,28.7939,1022.2133,22.1964,4.4689,100.499,1.18E+03,-2.8891777,0.313247353
,105,31.352,-80.095,42.2,5,7.302,56.995304,35.1428,28.5276,28.5264,1022.35,22.3288,4.4655,100.019,1.05E+03,-2.6628239,0.319675801
,105,31.352,-80.095,42.2,6,8.767,56.807462,35.1407,28.3543,28.3524,1022.4101,22.3848,4.411,98.518,8.88E+02,-2.277118,0.330629849
,105,31.352,-80.095,42.2,7,10.218,56.724956,35.1577,28.253,28.2511,1022.4606,22.4309,4.4527,99.297,1.03E+03,-2.401018,0.327111089
,105,31.352,-80.095,42.2,8,11.694,56.694905,35.1626,28.2178,28.216,1022.4799,22.4461,4.4949,100.183,6.96E+02,-2.6434229,0.32022679
,105,31.352,-80.095,42.2,9,13.135,56.672285,35.1662,28.1914,28.1891,1022.4957,22.4576,4.4625,99.42,7.36E+02,-2.4136865,0.326751303
,105,31.352,-80.095,42.2,10,14.605,56.649935,35.1643,28.1724,28.1701,1022.5049,22.4625,4.4651,99.447,6.41E+02,-3.2568399,0.302805747
,105,31.352,-80.095,42.2,11,16.072,56.636047,35.1689,28.153,28.1503,1022.519,22.4724,4.4731,99.596,6.28E+02,-2.3580885,0.328330287
,105,31.352,-80.095,42.2,12,17.526,56.618942,35.168,28.1376,28.1348,1022.5277,22.4768,4.4732,99.572,5.43E+02,-2.7098348,0.318340692
,105,31.352,-80.095,42.2,13,18.989,56.5496,35.1423,28.1067,28.1035,1022.5228,22.4677,4.483,99.725,5.04E+02,-2.4768389,0.324957775
,105,31.352,-80.095,42.2,14,20.442,56.530707,35.151,28.0765,28.0737,1022.5434,22.4841,4.5317,100.765,4.64E+02,-3.0869722,0.30762999
,105,31.352,-80.095,42.2,15,21.908,56.433297,35.1777,27.948,27.9454,1022.6097,22.5461,4.5782,101.6,4.68E+02,-1.9410359,0.34017458
,105,31.352,-80.095,42.2,16,23.373,56.20002,35.2725,27.6042,27.6013,1022.7972,22.7294,4.6532,102.738,4.08E+02,-3.7106486,0.28991758
,105,31.352,-80.095,42.2,17,24.825,55.905622,35.5116,27.0135,27.0071,1023.1731,23.101,4.7159,103.247,3.81E+02,-3.0734525,0.308013949
,105,31.352,-80.095,42.2,18,26.293,55.353185,35.7898,26.1367,26.1324,1023.6636,23.587,4.7475,102.596,3.57E+02,-4.0034541,0.281601904
,105,31.352,-80.095,42.2,19,27.75,55.004122,36.1884,25.303,25.2997,1024.2288,24.1478,4.7886,102.281,3.27E+02,-4.3475295,0.271830162
,105,31.352,-80.095,42.2,20,29.207,54.957546,36.2618,25.1691,25.1645,1024.3302,24.2448,4.8052,102.445,3.08E+02,-2.3572732,0.328353441
,105,31.352,-80.095,42.2,21,30.672,54.944903,36.284,25.1291,25.1245,1024.3635,24.2739,4.8184,102.669,2.94E+02,-2.0642547,0.336675167
,105,31.352,-80.095,42.2,22,32.133,54.947847,36.2837,25.1318,25.127,1024.3667,24.2729,4.8051,102.39,2.64E+02,-2.3369615,0.328930293
,105,31.352,-80.095,42.2,23,33.592,54.936123,36.2984,25.1026,25.0972,1024.3913,24.2931,4.8258,102.789,2.48E+02,-3.0945015,0.307416157
,105,31.352,-80.095,42.2,24,35.049,54.936601,36.3012,25.0988,25.0934,1024.3988,24.2964,4.8344,102.967,2.35E+02,-2.3857428,0.327544904
,105,31.352,-80.095,42.2,25,36.513,54.938922,36.3064,25.0941,25.0886,1024.4085,24.3018,4.8351,102.978,2.10E+02,-3.1864312,0.304805354
,105,31.352,-80.095,42.2,26,37.976,54.939459,36.3063,25.0943,25.0886,1024.4127,24.3017,4.8059,102.355,2.00E+02,-3.0760092,0.307941339
,105,31.352,-80.095,42.2,27,39.437,54.941142,36.3074,25.0941,25.0882,1024.4179,24.3027,4.8181,102.615,1.82E+02,-3.0311263,0.309216013
,105,31.352,-80.095,42.2,28,40.891,54.942441,36.3081,25.0939,25.0877,1024.4229,24.3034,4.8346,102.967,1.72E+02,-2.6908082,0.318881047
,105,31.352,-80.095,42.2,29,42.357,54.940968,36.304,25.0974,25.091,1024.423,24.2992,4.8225,102.713,1.57E+02,-2.9102517,0.312648852
,105,31.352,-80.095,42.2,30,43.819,54.939648,36.3058,25.0934,25.0868,1024.4299,24.3019,4.8091,102.423,1.51E+02,-3.6176564,0.292558558
,105,31.352,-80.095,42.2,31,45.274,54.940121,36.3066,25.0925,25.0857,1024.4351,24.3029,4.8081,102.4,1.40E+02,-3.8046015,0.287249317
,105,31.352,-80.095,42.2,32,46.743,54.941443,36.3057,25.0944,25.0874,1024.4382,24.3017,4.8315,102.901,1.26E+02,-4.0163708,0.281235069
,105,31.352,-80.095,42.2,33,48.195,54.942536,36.305,25.0959,25.0886,1024.4415,24.3007,4.7997,102.226,1.21E+02,-3.9344068,0.283562847
,105,31.352,-80.095,42.2,34,49.663,54.945927,36.3067,25.0965,25.089,1024.447,24.3019,4.7922,102.068,1.09E+02,-3.031029,0.309218776
,105,31.352,-80.095,42.2,35,51.126,54.953917,36.3115,25.0975,25.0898,1024.4547,24.3053,4.8135,102.525,1.01E+02,-2.8237511,0.315105469
,105,31.352,-80.095,42.2,36,52.582,54.955852,36.3114,25.099,25.0911,1024.4584,24.3048,4.8132,102.522,9.48E+01,-2.7432913,0.317390527
,105,31.352,-80.095,42.2,37,54.045,54.956347,36.3108,25.0998,25.0916,1024.4621,24.3043,4.8148,102.556,8.76E+01,-2.5971771,0.32154017
,105,31.352,-80.095,42.2,38,55.498,54.957805,36.3118,25.0996,25.0912,1024.4672,24.3051,4.7955,102.146,8.19E+01,-2.5577244,0.322660627
,105,31.352,-80.095,42.2,39,56.969,54.95454,36.3079,25.101,25.0924,1024.4682,24.3018,4.8164,102.592,7.53E+01,-2.7116924,0.318287936
,105,31.352,-80.095,42.2,40,58.445,54.960946,36.3115,25.102,25.0932,1024.4749,24.3042,4.8187,102.644,6.93E+01,-2.2044666,0.332693149
,105,31.352,-80.095,42.2,41,59.848,54.966062,36.3105,25.1076,25.0984,1024.4769,24.3019,4.8251,102.79,6.48E+01,-3.3273186,0.300804152
,107,31.304,-79.61,355.9,2,2.921,59.849309,36.285,29.6345,29.634,1022.8234,22.815,4.3228,99.194,5.35E+02,-1.8307164,0.343307654
,107,31.304,-79.61,355.9,3,4.386,59.806873,36.2685,29.6173,29.6167,1022.8211,22.8085,4.3298,99.318,5.95E+02,-3.0348312,0.309110794
,107,31.304,-79.61,355.9,4,5.842,59.732534,36.2502,29.5744,29.5738,1022.8261,22.8093,4.347,99.634,4.36E+02,-2.1626837,0.333879783
,107,31.304,-79.61,355.9,5,7.298,59.512778,36.2272,29.4022,29.4026,1022.8712,22.8501,4.3459,99.324,3.89E+02,-2.3452017,0.328696272
,107,31.304,-79.61,355.9,6,8.766,59.296676,36.2587,29.1662,29.1633,1022.9799,22.9546,4.3743,99.607,3.42E+02,-2.3677946,0.328054633
,107,31.304,-79.61,355.9,7,10.231,59.26882,36.2641,29.1321,29.1306,1022.9992,22.9697,4.3653,99.354,2.81E+02,-2.60935,0.32119446
,107,31.304,-79.61,355.9,8,11.675,59.252525,36.2636,29.1177,29.1156,1023.0081,22.9743,4.3571,99.143,2.94E+02,-1.0532364,0.365388086
,107,31.304,-79.61,355.9,9,13.14,59.242347,36.2646,29.1069,29.1047,1023.0167,22.9788,4.3641,99.286,2.85E+02,-1.0269517,0.366134572
,107,31.304,-79.61,355.9,10,14.609,59.225243,36.2638,29.092,29.0895,1023.0255,22.9833,4.3659,99.303,2.52E+02,-1.4198284,0.354976873
,107,31.304,-79.61,355.9,11,16.067,59.211048,36.2628,29.0798,29.0771,1023.0331,22.9867,4.3446,98.798,2.53E+02,-2.1378643,0.334584654
,107,31.304,-79.61,355.9,12,17.526,59.201207,36.2616,29.0722,29.0692,1023.039,22.9884,4.3394,98.666,2.41E+02,-2.2236139,0.332149365
,107,31.304,-79.61,355.9,13,18.986,59.188301,36.2603,29.0617,29.0586,1023.0459,22.9911,4.3482,98.849,2.27E+02,-1.7499999,0.345600003
,107,31.304,-79.61,355.9,14,20.447,59.175603,36.2596,29.0505,29.0472,1023.0534,22.9943,4.3524,98.928,2.31E+02,-0.1635373,0.390655541
,107,31.304,-79.61,355.9,15,21.913,59.159226,36.2588,29.0364,29.0326,1023.0619,22.9987,4.3522,98.899,2.25E+02,-0.8283419,0.37177509
,107,31.304,-79.61,355.9,16,23.363,59.150615,36.2594,29.0276,29.0236,1023.0696,23.0021,4.3367,98.534,2.13E+02,-0.4467053,0.382613569
,107,31.304,-79.61,355.9,17,24.825,59.147546,36.2595,29.0241,29.0199,1023.0751,23.0034,4.3585,99.024,1.91E+02,-1.1374212,0.362997238
,107,31.304,-79.61,355.9,18,26.293,59.145057,36.2593,29.0217,29.0173,1023.0801,23.0041,4.3679,99.234,1.89E+02,-2.6723791,0.319404434
,107,31.304,-79.61,355.9,19,27.758,59.1441,36.2593,29.0205,29.0158,1023.0848,23.0047,4.364,99.142,1.72E+02,-2.0061542,0.338325221
,107,31.304,-79.61,355.9,20,29.203,59.141334,36.2577,29.0196,29.0148,1023.0882,23.0038,4.3576,98.995,1.86E+02,-1.665842,0.347990087
,107,31.304,-79.61,355.9,21,30.672,59.133141,36.2566,29.0131,29.0079,1023.0939,23.0053,4.3401,98.587,1.67E+02,-0.4550976,0.382375228
,107,31.304,-79.61,355.9,22,32.131,59.12471,36.2555,29.0065,29.0013,1023.0995,23.0067,4.3307,98.361,1.67E+02,-1.9539324,0.33980832
,107,31.304,-79.61,355.9,23,33.592,59.119637,36.2556,29.0015,28.9957,1023.1057,23.0086,4.3083,97.844,1.56E+02,-2.4265615,0.326385653
,107,31.304,-79.61,355.9,24,35.053,59.113759,36.2542,28.9975,28.9917,1023.1102,23.0089,4.3431,98.629,1.51E+02,-1.2543465,0.359676559
,107,31.304,-79.61,355.9,25,36.51,59.098239,36.2522,28.9857,28.9795,1023.1169,23.0115,4.3516,98.802,1.45E+02,-1.7780115,0.344804473
,107,31.304,-79.61,355.9,26,37.977,59.078707,36.2477,28.9729,28.9668,1023.1221,23.0124,4.3433,98.592,1.43E+02,-1.84491,0.342904556
,107,31.304,-79.61,355.9,27,39.434,59.05758,36.2472,28.9548,28.9479,1023.1323,23.0184,4.3569,98.869,1.37E+02,-2.0852053,0.336080169
,107,31.304,-79.61,355.9,28,40.905,59.047209,36.2444,28.9481,28.9413,1023.1366,23.0185,4.3528,98.764,1.32E+02,-1.4088829,0.355287726
,107,31.304,-79.61,355.9,29,42.349,59.035442,36.241,28.9415,28.9343,1023.1406,23.0182,4.3564,98.835,1.24E+02,-1.1498349,0.362644689
,107,31.304,-79.61,355.9,30,43.813,59.02662,36.2401,28.9345,28.9272,1023.1465,23.0199,4.3658,99.035,1.19E+02,-1.0946009,0.364213334
,107,31.304,-79.61,355.9,31,45.281,58.994105,36.2306,28.9165,28.9091,1023.1497,23.0189,4.3649,98.982,1.16E+02,-1.6595482,0.348168831
,107,31.304,-79.61,355.9,32,46.739,58.965525,36.2233,28.9,28.8919,1023.1542,23.0192,4.3608,98.857,1.12E+02,-2.2809629,0.330520654
,107,31.304,-79.61,355.9,33,48.199,58.926935,36.2192,28.8696,28.8613,1023.1656,23.0264,4.3776,99.187,1.08E+02,-2.4469417,0.325806856
,107,31.304,-79.61,355.9,34,49.659,58.909616,36.22,28.8521,28.8442,1023.1762,23.0327,4.3777,99.164,1.03E+02,-2.2025868,0.332746535
,107,31.304,-79.61,355.9,35,51.113,58.888882,36.2191,28.8344,28.8259,1023.1859,23.0381,4.3843,99.284,9.80E+01,-1.8100272,0.343895228
,107,31.304,-79.61,355.9,36,52.582,58.8424,36.213,28.7988,28.7906,1023.1972,23.0453,4.3953,99.473,9.55E+01,-2.5923696,0.321676703
,107,31.304,-79.61,355.9,37,54.045,58.771613,36.2066,28.7435,28.7341,1023.2155,23.0593,4.3833,99.108,9.32E+01,-3.3626176,0.29980166
,107,31.304,-79.61,355.9,38,55.501,58.721139,36.2032,28.6995,28.6904,1023.2318,23.0714,4.4031,99.483,8.96E+01,-1.9489107,0.339950936
,107,31.304,-79.61,355.9,39,56.957,58.690386,36.2003,28.6759,28.6668,1023.2418,23.0771,4.4078,99.55,8.61E+01,-2.2227133,0.332174942
,107,31.304,-79.61,355.9,40,58.424,58.660353,36.202,28.6466,28.6363,1023.2574,23.0885,4.4091,99.532,8.29E+01,-2.0288033,0.337681986
,107,31.304,-79.61,355.9,41,59.89,58.623917,36.198,28.6175,28.6076,1023.2682,23.0951,4.4329,100.022,8.03E+01,-1.8527109,0.34268301
,107,31.304,-79.61,355.9,42,61.342,58.513488,36.2066,28.5035,28.4944,1023.3165,23.1391,4.4794,100.89,7.75E+01,-1.8681771,0.34224377
,107,31.304,-79.61,355.9,43,62.812,58.405127,36.2507,28.3483,28.3376,1023.406,23.2243,4.4859,100.803,7.46E+01,-1.3215823,0.357767063
,107,31.304,-79.61,355.9,44,64.267,58.372798,36.2763,28.2852,28.2742,1023.4504,23.2645,4.4782,100.542,7.16E+01,-1.2560357,0.359628586
,107,31.304,-79.61,355.9,45,65.729,58.355658,36.2834,28.2595,28.2485,1023.4685,23.2783,4.4568,100.024,6.83E+01,-1.635437,0.348853589
,107,31.304,-79.61,355.9,46,67.19,58.330569,36.3029,28.2099,28.1986,1023.5039,23.3095,4.4564,99.946,6.55E+01,-3.0016933,0.31005191
,107,31.304,-79.61,355.9,47,68.65,58.248467,36.2989,28.1401,28.1306,1023.5276,23.3289,4.4967,100.736,6.26E+01,-2.3088187,0.329729549
,107,31.304,-79.61,355.9,48,70.105,58.026492,36.2986,27.9379,27.9249,1023.5993,23.3963,4.5018,100.513,6.02E+01,-2.7867333,0.316156774
,107,31.304,-79.61,355.9,49,71.576,57.960975,36.3061,27.8677,27.856,1023.6317,23.4245,4.4933,100.215,5.76E+01,-1.8546341,0.342628392
,107,31.304,-79.61,355.9,50,73.03,57.892478,36.2879,27.8281,27.8167,1023.6352,23.4236,4.5142,100.608,5.52E+01,-0.5285568,0.380288987
,107,31.304,-79.61,355.9,51,74.494,57.791882,36.2669,27.7623,27.7519,1023.6449,23.429,4.5196,100.609,5.28E+01,-2.0410016,0.337335555
,107,31.304,-79.61,355.9,52,75.95,57.678494,36.2832,27.6368,27.6231,1023.7034,23.4833,4.5261,100.551,5.03E+01,-1.9641866,0.339517101
,107,31.304,-79.61,355.9,53,77.418,57.637063,36.2952,27.5831,27.5708,1023.7337,23.5093,4.5129,100.18,4.78E+01,-2.36089,0.328250724
,107,31.304,-79.61,355.9,54,78.869,57.616962,36.292,27.5676,27.5558,1023.7404,23.5117,4.5175,100.254,4.55E+01,-2.6157171,0.321013634
,107,31.304,-79.61,355.9,55,80.338,57.590691,36.2963,27.5392,27.5259,1023.7577,23.5248,4.5252,100.379,4.32E+01,-2.2888729,0.33029601
,107,31.304,-79.61,355.9,56,81.802,57.540603,36.2927,27.4971,27.4839,1023.7728,23.5356,4.5179,100.148,4.13E+01,-1.2746527,0.359099863
,107,31.304,-79.61,355.9,57,83.258,57.494157,36.2968,27.4491,27.4354,1023.7959,23.5545,4.4897,99.446,3.94E+01,-1.3227763,0.357733153
,107,31.304,-79.61,355.9,58,84.727,57.445369,36.2955,27.4052,27.3914,1023.8134,23.5677,4.4689,98.913,3.76E+01,-1.1414746,0.362882121
,107,31.304,-79.61,355.9,59,86.175,57.417007,36.2983,27.375,27.3615,1023.8295,23.5796,4.4474,98.391,3.59E+01,-1.4159877,0.355085949
,107,31.304,-79.61,355.9,60,87.64,57.370796,36.2919,27.3405,27.3264,1023.8403,23.5861,4.4511,98.412,3.39E+01,-1.5039089,0.352588987
,107,31.304,-79.61,355.9,61,89.103,57.307692,36.2821,27.2948,27.2804,1023.8521,23.5936,4.4383,98.05,3.22E+01,-1.5587098,0.351032642
,107,31.304,-79.61,355.9,62,90.562,57.251365,36.2815,27.2433,27.2295,1023.8723,23.6095,4.4229,97.629,3.06E+01,-1.9518953,0.339866173
,107,31.304,-79.61,355.9,63,92.019,57.200561,36.2897,27.186,27.1709,1023.9017,23.6346,4.4063,97.172,2.93E+01,-1.3983347,0.355587295
,107,31.304,-79.61,355.9,64,93.485,57.173291,36.3016,27.1454,27.1307,1023.9278,23.6565,4.3924,96.807,2.79E+01,-1.5939281,0.350032442
,107,31.304,-79.61,355.9,65,94.951,57.156038,36.3181,27.1085,27.093,1023.9567,23.6811,4.4016,96.96,2.64E+01,-2.4896721,0.324593312
,107,31.304,-79.61,355.9,66,96.412,57.141208,36.3158,27.0973,27.0815,1023.9629,23.6831,4.3976,96.853,2.48E+01,-1.500594,0.35268313
,107,31.304,-79.61,355.9,67,97.865,57.127957,36.3157,27.084,27.0687,1023.9712,23.6871,4.3896,96.657,2.36E+01,-1.0761733,0.364736678
,107,31.304,-79.61,355.9,68,99.317,57.098574,36.314,27.0587,27.0432,1023.9824,23.6941,4.3802,96.408,2.25E+01,-2.3635158,0.328176151
,107,31.304,-79.61,355.9,69,100.794,57.085517,36.3218,27.0372,27.021,1023.9995,23.707,4.3767,96.3,2.13E+01,-1.9741655,0.3392337
,107,31.304,-79.61,355.9,70,102.251,57.057916,36.3185,27.0156,26.9994,1024.0083,23.7114,4.3524,95.73,2.02E+01,-3.0699485,0.308113463
,107,31.304,-79.61,355.9,71,103.714,57.02082,36.3176,26.9819,26.9655,1024.0228,23.7217,4.3651,95.956,1.92E+01,-1.9114726,0.341014178
,107,31.304,-79.61,355.9,72,105.166,56.991709,36.3202,26.9511,26.9347,1024.0389,23.7335,4.3561,95.71,1.82E+01,-2.3368868,0.328932415
,107,31.304,-79.61,355.9,73,106.632,56.970751,36.3239,26.9281,26.9105,1024.0537,23.744,4.3408,95.34,1.73E+01,-3.2864505,0.301964806
,107,31.304,-79.61,355.9,74,108.095,56.954367,36.3275,26.9072,26.8901,1024.0672,23.7533,4.359,95.709,1.64E+01,-3.5405107,0.294749496
,107,31.304,-79.61,355.9,75,109.551,56.92972,36.3269,26.8852,26.8678,1024.0781,23.76,4.3602,95.7,1.55E+01,-2.4554839,0.325564257
,107,31.304,-79.61,355.9,76,111.021,56.856802,36.3191,26.827,26.8095,1024.0952,23.7727,4.3515,95.412,1.47E+01,-0.9924769,0.367113656
,107,31.304,-79.61,355.9,77,112.482,56.826789,36.3211,26.7962,26.779,1024.1108,23.784,4.3534,95.408,1.40E+01,-1.8622495,0.342412114
,107,31.304,-79.61,355.9,78,113.937,56.812802,36.3195,26.7866,26.768,1024.1172,23.7863,4.3487,95.287,1.32E+01,-1.6567301,0.348248865
,107,31.304,-79.61,355.9,79,115.402,56.783789,36.3111,26.7678,26.7511,1024.1207,23.7854,4.3462,95.201,1.25E+01,-2.080594,0.33621113
,107,31.304,-79.61,355.9,80,116.849,56.734707,36.3164,26.7175,26.6986,1024.1457,23.8061,4.3446,95.086,1.18E+01,-2.7797835,0.316354149
,107,31.304,-79.61,355.9,81,118.326,56.683668,36.316,26.6699,26.6516,1024.1646,23.8208,4.325,94.585,1.12E+01,-2.6978269,0.318681716
,107,31.304,-79.61,355.9,82,119.781,56.614692,36.3093,26.6161,26.5969,1024.1812,23.8331,4.3036,94.028,1.06E+01,-2.808355,0.315542718
,107,31.304,-79.61,355.9,83,121.238,56.518426,36.3088,26.5258,26.5072,1024.2137,23.8612,4.2992,93.792,1.01E+01,-1.1119953,0.363719333
,107,31.304,-79.61,355.9,84,122.709,56.443756,36.3238,26.4394,26.4196,1024.2571,23.9003,4.2864,93.384,9.56E+00,-1.4674121,0.353625496
,107,31.304,-79.61,355.9,85,124.167,56.362548,36.3072,26.3825,26.3639,1024.2665,23.9054,4.2835,93.226,9.03E+00,-3.2516019,0.302954506
,107,31.304,-79.61,355.9,86,125.628,56.288796,36.3228,26.2969,26.2765,1024.3102,23.9448,4.2722,92.854,8.47E+00,-2.4914251,0.324543527
,107,31.304,-79.61,355.9,87,127.082,56.257172,36.3359,26.2495,26.23,1024.3391,23.9693,4.2586,92.493,8.01E+00,-2.8080136,0.315552414
,107,31.304,-79.61,355.9,88,128.555,56.233766,36.3383,26.2252,26.205,1024.353,23.9791,4.2384,92.018,7.53E+00,-2.6537685,0.319932975
,107,31.304,-79.61,355.9,89,130.01,56.170542,36.3318,26.1747,26.1548,1024.3682,23.9899,4.1969,91.037,7.05E+00,-2.4063732,0.326959001
,107,31.304,-79.61,355.9,90,131.472,56.130871,36.3352,26.1334,26.1129,1024.3883,24.0057,4.1813,90.637,6.62E+00,-2.7728684,0.316550537
,107,31.304,-79.61,355.9,91,132.932,56.103437,36.3411,26.0998,26.0791,1024.4076,24.0207,4.1689,90.322,6.18E+00,-1.1772708,0.361865509
,107,31.304,-79.61,355.9,92,134.393,56.093882,36.3486,26.0812,26.0605,1024.4234,24.0323,4.1502,89.893,5.79E+00,-2.3446899,0.328710807
,107,31.304,-79.61,355.9,93,135.855,56.077851,36.3695,26.0402,26.0188,1024.4565,24.0611,4.1625,90.107,5.41E+00,-2.8226803,0.315135879
,107,31.304,-79.61,355.9,94,137.311,56.063259,36.3765,26.0177,25.9964,1024.473,24.0734,4.1872,90.611,5.08E+00,-2.4455255,0.325847076
,107,31.304,-79.61,355.9,95,138.788,56.003391,36.367,25.973,25.9525,1024.484,24.08,4.2304,91.474,4.75E+00,-2.302687,0.329903689
,107,31.304,-79.61,355.9,96,140.236,55.937751,36.3683,25.911,25.8896,1024.5089,24.1006,4.2312,91.396,4.41E+00,-2.8298744,0.314931567
,107,31.304,-79.61,355.9,97,141.693,55.875864,36.3691,25.8525,25.8304,1024.5324,24.1198,4.2566,91.853,4.13E+00,-3.0092859,0.30983628
,107,31.304,-79.61,355.9,98,143.161,55.774412,36.3739,25.7527,25.7307,1024.5715,24.1545,4.3023,92.689,3.83E+00,-2.2660538,0.330944072
,107,31.304,-79.61,355.9,99,144.616,55.624711,36.3544,25.6391,25.6171,1024.5965,24.1751,4.3657,93.866,3.55E+00,-1.7140114,0.346622076
,107,31.304,-79.61,355.9,100,146.082,55.311623,36.3574,25.3449,25.3224,1024.6946,24.2685,4.4359,94.903,3.27E+00,-2.6166647,0.320986723
,107,31.304,-79.61,355.9,101,147.554,55.105228,36.3371,25.1777,25.1567,1024.7347,24.3041,4.3971,93.801,3.03E+00,-2.7023365,0.318553643
,107,31.304,-79.61,355.9,102,149.005,54.955923,36.3562,25.0162,24.9926,1024.8039,24.3689,4.34,92.336,2.81E+00,-1.7225595,0.34637931
,107,31.304,-79.61,355.9,103,150.468,54.907477,36.3943,24.9239,24.9012,1024.865,24.4256,4.2719,90.766,2.59E+00,-2.4658143,0.325270874
,107,31.304,-79.61,355.9,104,151.927,54.877312,36.4356,24.8444,24.8215,1024.9249,24.4811,4.1943,89.019,2.39E+00,-2.2976022,0.330048098
,107,31.304,-79.61,355.9,105,153.383,54.863423,36.4687,24.7907,24.768,1024.9706,24.5225,4.1651,88.333,2.20E+00,-1.9789309,0.339098362
,107,31.304,-79.61,355.9,106,154.85,54.738092,36.4744,24.6661,24.6434,1025.0171,24.5646,4.1476,87.781,2.03E+00,-0.8598912,0.37087909
,107,31.304,-79.61,355.9,107,156.311,54.617306,36.5027,24.52,24.4963,1025.0875,24.6306,4.1396,87.406,1.88E+00,-1.5161799,0.352240491
